time (s),servo data (rad),SEA data (rad)
35.30232858657837,-2.907474187727274,-0.026084041568267047
35.37549185752869,-2.907474187727274,-0.010740487704580914
35.51729726791382,-2.907474187727274,0.035290173886478746
35.73791980743408,-2.907474187727274,0.03989324004558468
35.8096284866333,-2.907474187727274,0.029152752341004184
35.95524597167969,-2.907474187727274,0.01994662002279234
36.0281548500061,-2.907474187727274,0.02454968618189826
36.09657835960388,-2.907474187727274,0.047565016977427876
36.53933906555176,-2.907474187727274,0.05677114929563973
36.60756492614746,-2.907474187727274,0.04296195081832196
36.82034158706665,-2.907474187727274,0.02454968618189826
36.893970012664795,-2.907474187727274,0.018412264636423696
37.039467573165894,-2.907474187727274,0.007671776931843207
37.1127610206604,-2.907474187727274,0.0
37.25869107246399,-2.907474187727274,-0.04142759543195318
37.40614986419678,-2.907474187727274,-0.04142759543195318
37.547544956207275,-2.907474187727274,-0.03682452927284707
37.766274213790894,-2.907474187727274,-0.04909937236379669
37.901424407958984,-2.907474187727274,-0.059839860068377604
37.97964549064636,-2.907474187727274,-0.05523679390927061
38.200265407562256,-2.907474187727274,-0.052168083136534094
38.26806044578552,-2.907474187727274,-0.05063372775016539
38.41474008560181,-2.907474187727274,-0.058305504682008014
38.689868450164795,-2.907474187727274,-0.07364905854569503
38.836458921432495,-2.907474187727274,-0.11200794320491081
39.200602769851685,-2.907474187727274,-0.08745825702301246
39.270538330078125,-2.907474187727274,-0.06904599238658893
39.42064356803894,-2.907474187727274,-0.06597728161385152
39.4906952381134,-2.907474187727274,-0.05523679390927061
39.85673451423645,-2.907474187727274,-0.038358884659215775
39.91674828529358,-2.907474187727274,-0.038358884659215775
39.98821949958801,-2.907474187727274,-0.04449630620469058
40.13876247406006,-2.907474187727274,-0.058305504682008014
40.35743713378906,-2.907474187727274,-0.029152752341003563
40.426299810409546,-2.907474187727274,-0.009206132318212212
40.92969870567322,-2.907474187727274,0.0
41.07585787773132,-2.907474187727274,0.0
41.22155952453613,-2.907474187727274,0.032221463113741466
41.28954339027405,-2.907474187727274,0.01994662002279234
41.36679267883301,-2.907474187727274,0.01074048770458049
41.43771481513977,-2.907474187727274,0.009206132318211848
41.721752643585205,-2.907474187727274,0.006137421545474565
41.86868476867676,-2.907474187727274,0.0
42.00081205368042,-2.907474187727274,0.0
42.1512553691864,-2.907474187727274,0.01074048770458049
42.36858081817627,-2.907474187727274,0.02301533079552962
42.588314056396484,-2.907474187727274,0.009206132318211848
42.87058973312378,-2.907474187727274,0.0
42.943058013916016,-2.907474187727274,-0.018412264636424425
43.09070301055908,-2.907474187727274,-0.032221463113741855
43.159871101379395,-2.907474187727274,-0.03529017388647926
43.23286032676697,-2.907474187727274,-0.03529017388647926
43.5275764465332,-2.907474187727274,-0.08438954625027506
43.60071659088135,-2.907474187727274,-0.11047358781854211
44.03967761993408,-2.9131639610887756,-0.09973310011396208
44.186511516571045,-2.9131639610887756,-0.07825212470480114
44.258909463882446,-2.9131639610887756,-0.06751163700022023
44.33095359802246,-2.9131639610887756,-0.06290857084111412
44.471442461013794,-2.9131639610887756,-0.052168083136534094
44.54857683181763,-2.9131639610887756,-0.052168083136534094
44.69457459449768,-2.9131639610887756,-0.05063372775016539
44.840649127960205,-2.9131639610887756,-0.03375581850011056
44.908758878707886,-2.9131639610887756,-0.018412264636424425
45.0594265460968,-2.9131639610887756,0.0
45.27717638015747,-2.9131639610887756,0.026084041568266905
45.34960198402405,-2.9131639610887756,0.009206132318211848
45.41988515853882,-2.9131639610887756,0.009206132318211848
45.49498701095581,-2.9131639610887756,0.007671776931843207
45.63746905326843,-2.9131639610887756,0.009206132318211848
45.71220898628235,-2.9131639610887756,0.013809198477317772
46.06380581855774,-2.9131639610887756,0.026084041568266905
46.1416494846344,-2.9131639610887756,0.02454968618189826
46.214216232299805,-2.9131639610887756,0.02301533079552962
46.36178517341614,-2.9131639610887756,0.04142759543195331
46.57905030250549,-2.907474187727274,0.013809198477317772
46.64848804473877,-2.907474187727274,0.0030687107727372827
46.79357314109802,-2.907474187727274,0.0
46.86536431312561,-2.907474187727274,0.0
47.013890743255615,-2.907474187727274,-0.024549686181898345
47.08383893966675,-2.907474187727274,-0.02148097540916094
47.15608239173889,-2.907474187727274,-0.02761839695463575
47.22879099845886,-2.907474187727274,-0.03989324004558448
47.44749593734741,-2.9131639610887756,-0.059839860068377604
47.5203595161438,-2.9131639610887756,-0.07058034777295674
47.59845590591431,-2.9131639610887756,-0.08438954625027506
47.668116092681885,-2.9131639610887756,-0.09052696779574987
47.8867084980011,-2.9131639610887756,-0.08592390163664465
47.95932626724243,-2.9131639610887756,-0.06444292622748282
48.10873603820801,-2.9131639610887756,-0.052168083136534094
48.68994736671448,-2.9131639610887756,-0.07058034777295674
48.82995891571045,-2.9131639610887756,-0.06444292622748282
48.980796098709106,-2.9131639610887756,-0.05677114929563931
49.04957437515259,-2.9131639610887756,-0.052168083136534094
49.19934129714966,-2.9131639610887756,-0.059839860068377604
49.331462144851685,-2.9131639610887756,-0.05370243852290191
49.55099964141846,-2.9131639610887756,-0.04296195081832188
49.62635827064514,-2.9131639610887756,-0.026084041568267047
49.69979667663574,-2.9131639610887756,-0.006137421545474808
49.84256982803345,-2.9131639610887756,0.02454968618189826
49.918705701828,-2.9131639610887756,0.047565016977427876
49.991358518600464,-2.9131639610887756,0.05523679390927109
50.06387996673584,-2.9131639610887756,0.05063372775016516
50.12866473197937,-2.9131639610887756,0.029152752341004184
50.40956664085388,-2.9131639610887756,0.018412264636423696
50.76078820228577,-2.9131639610887756,0.05216808313653381
50.91034698486328,-2.9131639610887756,0.05216808313653381
51.41555190086365,-2.9131639610887756,-0.015343553863686132
51.7880973815918,-2.9131639610887756,-0.009206132318212212
51.86094832420349,-2.9131639610887756,-0.009206132318212212
52.00281834602356,-2.9131639610887756,-0.026084041568267047
52.223430156707764,-2.9131639610887756,-0.03989324004558448
52.36906337738037,-2.9131639610887756,-0.04449630620469058
52.586905002593994,-2.9131639610887756,-0.059839860068377604
52.65008997917175,-2.9131639610887756,-0.07518341393206374
52.720744132995605,-2.9131639610887756,-0.07978648009116895
52.937443017959595,-2.9131639610887756,-0.058305504682008014
53.298834800720215,-2.9131639610887756,-0.04756501697742799
53.43224906921387,-2.9131639610887756,-0.03682452927284707
53.721983432769775,-2.9131639610887756,-0.06290857084111412
53.790772676467896,-2.9131639610887756,-0.052168083136534094
54.017032861709595,-2.9131639610887756,-0.032221463113741855
54.08932828903198,-2.9131639610887756,-0.04296195081832188
54.151535987854004,-2.9131639610887756,-0.05370243852290191
54.35904407501221,-2.9131639610887756,-0.052168083136534094
54.503244400024414,-2.9131639610887756,-0.012274843090948728
54.64990186691284,-2.9131639610887756,0.035290173886478746
54.869792461395264,-2.9131639610887756,0.06444292622748293
55.08848595619202,-2.9131639610887756,0.018412264636423696
55.3783164024353,-2.9131639610887756,0.01994662002279234
55.6723906993866,-2.9131639610887756,0.04142759543195331
55.74065041542053,-2.9131639610887756,0.061374215454745654
55.89153552055359,-2.907474187727274,0.04142759543195331
56.03634715080261,-2.907474187727274,0.027618396954635544
56.2555615901947,-2.907474187727274,0.007671776931843207
56.472126483917236,-2.907474187727274,0.0
56.61862254142761,-2.907474187727274,0.0
56.691303730010986,-2.907474187727274,0.0
56.91043734550476,-2.907474187727274,-0.03989324004558448
57.05756211280823,-2.907474187727274,-0.03989324004558448
57.13054394721985,-2.907474187727274,-0.029152752341003563
57.422890424728394,-2.907474187727274,-0.030687107727372265
57.5575315952301,-2.907474187727274,-0.05523679390927061
57.78567314147949,-2.907474187727274,-0.06290857084111412
58.004929304122925,-2.9131639610887756,-0.07518341393206374
58.30046081542969,-2.9131639610887756,-0.04449630620469058
58.44192695617676,-2.9131639610887756,-0.05677114929563931
58.51792907714844,-2.9131639610887756,-0.07058034777295674
58.59130859375,-2.9131639610887756,-0.06597728161385152
58.659602642059326,-2.9131639610887756,-0.059839860068377604
58.725600481033325,-2.9131639610887756,-0.05063372775016539
58.87064790725708,-2.9131639610887756,-0.02761839695463575
59.0900502204895,-2.9131639610887756,-0.03529017388647926
59.15957188606262,-2.9131639610887756,-0.03529017388647926
59.298929929733276,-2.9131639610887756,-0.012274843090948728
59.73167538642883,-2.9131639610887756,0.03682452927284739
59.80901503562927,-2.907474187727274,0.029152752341004184
