time (s),servo data (rad),SEA data (rad)
0.0,0.0,0.0
0.10780024528503418,0.12517501395303332,0.0889926124093812
0.10780024528503418,0.12517501395303332,0.0889926124093812
0.10780024528503418,0.12517501395303332,0.0889926124093812
0.11618781089782715,0.12517501395303332,0.0889926124093812
0.11783862113952637,0.12517501395303332,0.0889926124093812
0.11783862113952637,0.12517501395303332,0.0889926124093812
0.18886780738830566,0.08534660042252272,0.10433616627306762
0.2614901065826416,0.02275909344600606,0.061374215454745654
0.3329637050628662,-0.03413864016900908,0.0
0.4045603275299072,-0.3186273082440848,0.04909937236379652
0.617950439453125,-0.8477762308637258,0.08745825702301255
0.687537670135498,-0.8705353243097317,0.05523679390927109
0.9058516025543213,-0.8819148710327347,0.05523679390927109
0.979661226272583,-0.8819148710327347,0.05983986006837701
1.1890742778778076,-0.7453603103566985,0.033755818500110106
1.2627711296081543,-0.6713932566571787,0.0015343553863686413
1.3397321701049805,-0.574667109511653,-0.032221463113741855
28.946340799331665,-2.918853734450277,-0.04296195081832188
29.00652289390564,-2.907474187727274,-0.046030661591059285
29.077638864517212,-2.907474187727274,-0.05677114929563931
29.297781705856323,-2.9131639610887756,-0.07518341393206374
29.66045880317688,-2.9131639610887756,-0.059839860068377604
29.873371601104736,-2.9131639610887756,-0.04756501697742799
29.944775581359863,-2.9131639610887756,-0.04449630620469058
30.018274784088135,-2.9131639610887756,-0.04296195081832188
30.30979871749878,-2.9131639610887756,-0.01380919847731743
30.5248384475708,-2.9131639610887756,0.01994662002279234
30.601879119873047,-2.9131639610887756,0.04142759543195331
30.74493718147278,-2.907474187727274,0.05523679390927109
30.967761278152466,-2.907474187727274,0.035290173886478746
31.04092836380005,-2.907474187727274,0.030687107727372827
31.396180629730225,-2.907474187727274,0.05216808313653381
31.75074076652527,-2.907474187727274,0.05370243852290244
31.96892285346985,-2.907474187727274,0.03682452927284739
32.2612464427948,-2.907474187727274,0.0015343553863686413
32.4806604385376,-2.907474187727274,0.0
32.550397634506226,-2.907474187727274,0.0
32.69870209693909,-2.907474187727274,0.0
32.77269887924194,-2.907474187727274,0.0
32.9173903465271,-2.907474187727274,0.0
33.42876863479614,-2.907474187727274,-0.030687107727372265
33.500755310058594,-2.907474187727274,-0.032221463113741855
33.56956744194031,-2.907474187727274,-0.03682452927284707
33.718536138534546,-2.907474187727274,-0.04449630620469058
33.7775456905365,-2.907474187727274,-0.05063372775016539
34.34958052635193,-2.907474187727274,-0.06597728161385152
34.49861025810242,-2.907474187727274,-0.06904599238658893
34.64372420310974,-2.907474187727274,-0.07211470315932633
34.78965425491333,-2.907474187727274,-0.06597728161385152
34.936022996902466,-2.907474187727274,-0.05370243852290191
35.010687589645386,-2.907474187727274,-0.05370243852290191
